index,e,n,u
818,830.488643,-687.019331,0.0
819,830.883589,-687.325934,0.0
820,831.278534,-687.632537,0.0
821,831.673479,-687.939139,0.0
822,832.068425,-688.245742,0.0
823,832.463370,-688.552345,0.0
824,832.858316,-688.858948,0.0
825,833.253261,-689.165551,0.0
826,833.648206,-689.472154,0.0
827,834.043152,-689.778757,0.0
828,834.438097,-690.085360,0.0
829,834.833042,-690.391963,0.0
830,835.227988,-690.698566,0.0
831,835.622933,-691.005169,0.0
832,836.017878,-691.311772,0.0
833,836.412824,-691.618375,0.0
834,836.807769,-691.924978,0.0
835,837.202714,-692.231581,0.0
836,837.595786,-692.540582,0.0
837,837.988858,-692.849583,0.0
838,838.381929,-693.158585,0.0
839,838.775001,-693.467586,0.0
840,839.168073,-693.776588,0.0
841,839.195100,-693.797834,0.0
842,839.195100,-693.797834,0.0
843,839.579052,-694.117947,0.0
844,839.963004,-694.438059,0.0
845,840.346957,-694.758172,0.0
846,840.730909,-695.078284,0.0
847,841.114862,-695.398397,0.0
848,841.498814,-695.718509,0.0
849,841.882766,-696.038622,0.0
850,842.266719,-696.358734,0.0
851,842.650671,-696.678847,0.0
852,843.034624,-696.998959,0.0
853,843.418576,-697.319072,0.0
854,843.802529,-697.639184,0.0
855,844.192445,-697.951890,0.0
856,844.582362,-698.264597,0.0
857,844.972278,-698.577303,0.0
858,845.362195,-698.890010,0.0
859,845.752112,-699.202716,0.0
860,846.142028,-699.515422,0.0
861,846.532464,-699.827469,0.0
862,846.922899,-700.139516,0.0
863,847.313335,-700.451562,0.0
864,847.703771,-700.763609,0.0
865,848.094206,-701.075656,0.0
866,848.484642,-701.387702,0.0
867,848.854228,-701.724391,0.0
868,849.223815,-702.061080,0.0
869,849.593401,-702.397769,0.0
870,849.962988,-702.734458,0.0
871,850.329833,-703.074071,0.0
872,850.696678,-703.413684,0.0
873,851.063524,-703.753297,0.0
874,851.430369,-704.092910,0.0
875,851.765516,-704.463637,0.0
876,852.100663,-704.834365,0.0
877,852.435811,-705.205092,0.0
878,852.765910,-705.580150,0.0
879,853.096010,-705.955209,0.0
880,853.426110,-706.330267,0.0
881,853.756209,-706.705326,0.0
882,854.022174,-707.128658,0.0
883,854.288138,-707.551990,0.0
884,854.554102,-707.975322,0.0
885,854.820066,-708.398654,0.0
886,855.086030,-708.821987,0.0
887,855.310302,-709.268840,0.0
888,855.534573,-709.715693,0.0
889,855.758845,-710.162546,0.0
890,855.983117,-710.609399,0.0
891,856.202032,-711.058903,0.0
892,856.420948,-711.508407,0.0
893,856.639864,-711.957912,0.0
894,856.858780,-712.407416,0.0
895,856.816691,-712.905592,0.0
896,856.774603,-713.403768,0.0
897,856.732514,-713.901944,0.0
898,856.690426,-714.400120,0.0
899,856.628925,-714.896272,0.0
900,856.567424,-715.392424,0.0
901,856.505924,-715.888576,0.0
902,856.444423,-716.384729,0.0
903,856.382922,-716.880881,0.0
904,856.318201,-717.376623,0.0
905,856.253479,-717.872365,0.0
906,856.188758,-718.368107,0.0
907,856.124036,-718.863849,0.0
908,855.893107,-719.307317,0.0
909,855.662178,-719.750785,0.0
910,855.431248,-720.194253,0.0
911,855.200319,-720.637722,0.0
912,854.951299,-721.071293,0.0
913,854.702280,-721.504865,0.0
914,854.453260,-721.938436,0.0
915,854.204241,-722.372008,0.0
916,853.955221,-722.805579,0.0
917,853.641278,-723.194729,0.0
918,853.327335,-723.583878,0.0
919,853.013392,-723.973028,0.0
920,852.699448,-724.362178,0.0
921,852.385505,-724.751327,0.0
922,852.067971,-725.137551,0.0
923,851.750436,-725.523775,0.0
924,851.432902,-725.909999,0.0
925,851.115368,-726.296223,0.0
926,850.797833,-726.682447,0.0
927,850.480299,-727.068671,0.0
928,850.162266,-727.454484,0.0
929,849.844233,-727.840298,0.0
930,849.526200,-728.226111,0.0
931,849.208168,-728.611925,0.0
932,848.890135,-728.997738,0.0
933,848.572085,-729.383537,0.0
934,848.254035,-729.769337,0.0
935,847.935985,-730.155136,0.0
936,847.617935,-730.540936,0.0
937,847.299885,-730.926735,0.0
938,846.981836,-731.312534,0.0
939,846.964640,-731.333393,0.0
940,846.964640,-731.333393,0.0
941,846.642165,-731.715468,0.0
942,846.319689,-732.097544,0.0
943,845.997214,-732.479620,0.0
944,845.674738,-732.861695,0.0
945,845.352263,-733.243771,0.0
946,845.029778,-733.625838,0.0
947,844.707294,-734.007904,0.0
948,844.384810,-734.389971,0.0
949,844.062323,-734.772035,0.0
950,843.739837,-735.154099,0.0
951,843.417351,-735.536164,0.0
952,843.094519,-735.917933,0.0
953,842.771687,-736.299702,0.0
954,842.448855,-736.681471,0.0
955,842.126024,-737.063240,0.0
956,841.803192,-737.445010,0.0
957,841.480360,-737.826779,0.0
958,841.157444,-738.208486,0.0
959,840.834528,-738.590193,0.0
960,840.511612,-738.971900,0.0
961,840.188696,-739.353607,0.0
962,839.865521,-739.735049,0.0
963,839.542346,-740.116491,0.0
964,839.219170,-740.497934,0.0
965,838.895953,-740.879331,0.0
966,838.572735,-741.260728,0.0
967,838.249518,-741.642125,0.0
968,837.926293,-742.023536,0.0
969,837.603068,-742.404946,0.0
970,837.279844,-742.786357,0.0
971,836.956619,-743.167767,0.0
972,836.633394,-743.549178,0.0
973,836.310125,-743.930552,0.0
974,835.986890,-744.311941,0.0
975,835.663654,-744.693331,0.0
976,835.340419,-745.074720,0.0
977,835.074542,-745.388431,0.0
978,835.074542,-745.388431,0.0
979,834.751887,-745.770171,0.0
980,834.429231,-746.151911,0.0
981,834.106571,-746.533813,0.0
982,833.783911,-746.915716,0.0
983,833.461251,-747.297618,0.0
984,833.138597,-747.679546,0.0
985,832.815943,-748.061474,0.0
986,832.493289,-748.443402,0.0
987,832.170705,-748.825348,0.0
988,831.848121,-749.207294,0.0
989,831.525537,-749.589240,0.0
990,831.202953,-749.971187,0.0
991,830.880369,-750.353133,0.0
992,830.557785,-750.735079,0.0
993,830.235205,-751.117028,0.0
994,829.912615,-751.499007,0.0
995,829.590026,-751.880985,0.0
996,829.267436,-752.262963,0.0
997,828.944845,-752.644945,0.0
998,828.622254,-753.026928,0.0
999,828.299663,-753.408911,0.0
1000,827.977202,-753.790919,0.0
1001,827.654742,-754.172928,0.0
1002,827.332282,-754.554936,0.0
1003,827.009849,-754.936946,0.0
1004,826.687417,-755.318955,0.0
1005,826.364984,-755.700965,0.0
1006,826.042843,-756.083250,0.0
1007,825.720701,-756.465535,0.0
1008,825.398560,-756.847820,0.0
1009,825.076474,-757.230158,0.0
1010,824.754389,-757.612495,0.0
1011,824.432303,-757.994833,0.0
1012,824.110207,-758.377206,0.0
1013,823.788110,-758.759579,0.0
1014,823.466014,-759.141952,0.0
1015,823.143916,-759.524331,0.0
1016,822.821818,-759.906711,0.0
1017,822.499721,-760.289090,0.0
1018,822.177774,-760.671490,0.0
1019,821.855827,-761.053890,0.0
1020,821.533880,-761.436290,0.0
1021,821.211934,-761.818690,0.0
1022,820.889987,-762.201090,0.0
1023,820.568040,-762.583490,0.0
1024,820.246059,-762.965953,0.0
1025,819.924078,-763.348415,0.0
1026,819.602097,-763.730877,0.0
1027,819.280116,-764.113340,0.0
1028,818.958134,-764.495802,0.0
1029,818.635874,-764.878000,0.0
1030,818.313614,-765.260197,0.0
1031,817.991354,-765.642394,0.0
1032,817.669094,-766.024592,0.0
1033,817.346834,-766.406789,0.0
1034,817.024574,-766.788987,0.0
1035,816.702294,-767.171165,0.0
1036,816.380014,-767.553343,0.0
1037,816.057734,-767.935521,0.0
1038,815.735454,-768.317699,0.0
1039,815.413174,-768.699877,0.0
1040,815.090893,-769.082055,0.0
1041,814.768613,-769.464232,0.0
1042,814.446332,-769.846410,0.0
1043,814.124052,-770.228588,0.0
1044,813.801771,-770.610765,0.0
1045,813.801771,-770.610765,0.0
1046,813.479490,-770.992943,0.0
1047,813.157210,-771.375121,0.0
1048,812.834929,-771.757298,0.0
1049,812.512649,-772.139476,0.0
1050,812.190368,-772.521653,0.0
1051,811.868087,-772.903831,0.0
1052,811.545807,-773.286008,0.0
1053,811.223526,-773.668186,0.0
1054,810.901246,-774.050364,0.0
1055,810.578965,-774.432541,0.0
1056,810.256684,-774.814719,0.0
1057,809.934404,-775.196896,0.0
1058,809.612123,-775.579074,0.0
1059,809.289842,-775.961252,0.0
1060,808.967562,-776.343429,0.0
1061,808.645281,-776.725607,0.0
1062,808.323001,-777.107784,0.0
1063,808.000720,-777.489962,0.0
1064,807.678439,-777.872139,0.0
1065,807.356159,-778.254317,0.0
1066,807.033878,-778.636495,0.0
1067,806.711597,-779.018672,0.0
1068,806.389317,-779.400850,0.0
1069,806.067036,-779.783027,0.0
1070,805.744756,-780.165205,0.0
1071,805.422475,-780.547383,0.0
1072,805.100194,-780.929560,0.0
1073,804.777914,-781.311738,0.0
1074,804.455633,-781.693915,0.0
1075,804.133352,-782.076093,0.0
1076,803.811072,-782.458270,0.0
1077,803.488791,-782.840448,0.0
1078,803.166511,-783.222626,0.0
1079,802.844230,-783.604803,0.0
1080,802.521949,-783.986981,0.0
1081,802.199669,-784.369158,0.0
1082,801.877388,-784.751336,0.0
1083,801.555107,-785.133513,0.0
1084,801.555107,-785.133513,0.0
1085,801.232827,-785.515691,0.0
1086,800.910546,-785.897869,0.0
1087,800.588266,-786.280046,0.0
1088,800.266722,-786.662841,0.0
1089,799.945179,-787.045636,0.0
1090,799.623636,-787.428431,0.0
1091,799.302092,-787.811226,0.0
1092,798.980549,-788.194021,0.0
1093,798.659006,-788.576816,0.0
1094,798.337548,-788.959682,0.0
1095,798.016089,-789.342548,0.0
1096,797.694631,-789.725414,0.0
1097,797.373173,-790.108280,0.0
1098,797.051715,-790.491146,0.0
1099,796.730257,-790.874012,0.0
1100,796.408807,-791.256885,0.0
1101,796.087357,-791.639757,0.0
1102,795.765906,-792.022630,0.0
1103,795.444456,-792.405502,0.0
1104,795.123006,-792.788375,0.0
1105,794.801555,-793.171248,0.0
1106,794.480106,-793.554121,0.0
1107,794.158656,-793.936994,0.0
1108,793.837206,-794.319867,0.0
1109,793.515756,-794.702740,0.0
1110,793.194307,-795.085613,0.0
1111,792.872857,-795.468486,0.0
1112,792.551407,-795.851359,0.0
1113,792.229958,-796.234232,0.0
1114,791.908508,-796.617105,0.0
1115,791.587058,-796.999978,0.0
1116,791.265608,-797.382851,0.0
1117,790.944159,-797.765724,0.0
1118,790.622709,-798.148597,0.0
1119,790.301259,-798.531470,0.0
1120,789.979809,-798.914343,0.0
1121,789.658360,-799.297217,0.0
1122,789.336910,-799.680090,0.0
1123,789.015460,-800.062963,0.0
1124,788.694011,-800.445836,0.0
1125,788.372561,-800.828709,0.0
1126,788.051111,-801.211582,0.0
1127,787.729661,-801.594455,0.0
1128,787.408212,-801.977328,0.0
1129,787.086762,-802.360201,0.0
1130,786.765312,-802.743074,0.0
1131,786.443863,-803.125947,0.0
1132,786.122413,-803.508820,0.0
1133,785.800963,-803.891693,0.0
1134,785.479513,-804.274566,0.0
1135,785.184750,-804.678360,0.0
1136,784.889986,-805.082154,0.0
1137,784.595222,-805.485947,0.0
1138,784.300459,-805.889741,0.0
1139,784.005695,-806.293534,0.0
1140,783.724615,-806.706938,0.0
1141,783.443534,-807.120343,0.0
1142,783.162454,-807.533747,0.0
1143,782.881373,-807.947151,0.0
1144,782.600293,-808.360555,0.0
1145,782.321245,-808.775329,0.0
1146,782.042197,-809.190103,0.0
1147,781.763149,-809.604877,0.0
1148,781.484101,-810.019651,0.0
1149,781.205054,-810.434425,0.0
1150,780.926230,-810.849349,0.0
1151,780.647405,-811.264273,0.0
1152,780.368581,-811.679197,0.0
1153,780.089757,-812.094121,0.0
1154,779.810933,-812.509045,0.0
1155,779.645216,-812.980715,0.0
1156,779.479499,-813.452384,0.0
1157,779.313781,-813.924054,0.0
1158,779.148064,-814.395724,0.0
1159,778.982347,-814.867394,0.0
1160,778.818748,-815.339803,0.0
1161,778.655150,-815.812213,0.0
1162,778.491551,-816.284622,0.0
1163,778.327952,-816.757031,0.0
1164,778.164354,-817.229441,0.0
1165,778.000755,-817.701850,0.0
1166,777.862634,-818.100689,0.0
1167,777.862634,-818.100689,0.0
1168,777.539497,-818.482206,0.0
1169,777.216359,-818.863723,0.0
1170,776.893221,-819.245241,0.0
1171,776.570083,-819.626758,0.0
1172,776.246946,-820.008275,0.0
1173,775.923808,-820.389792,0.0
1174,775.601402,-820.771939,0.0
1175,775.278997,-821.154086,0.0
1176,774.956591,-821.536232,0.0
1177,774.634362,-821.918530,0.0
1178,774.312132,-822.300827,0.0
1179,773.989903,-822.683125,0.0
1180,773.667716,-823.065458,0.0
1181,773.345529,-823.447792,0.0
1182,773.023342,-823.830126,0.0
1183,772.701165,-824.212468,0.0
1184,772.378988,-824.594811,0.0
1185,772.056811,-824.977153,0.0
1186,771.734637,-825.359498,0.0
1187,771.412463,-825.741842,0.0
1188,771.090289,-826.124187,0.0
1189,770.768115,-826.506532,0.0
1190,770.445942,-826.888878,0.0
1191,770.123768,-827.271223,0.0
1192,769.801594,-827.653568,0.0
1193,769.479420,-828.035912,0.0
1194,769.157246,-828.418257,0.0
1195,768.835071,-828.800601,0.0
1196,768.522092,-829.172033,0.0
1197,768.522092,-829.172033,0.0
1198,768.199551,-829.554070,0.0
1199,767.877009,-829.936108,0.0
1200,767.554468,-830.318145,0.0
1201,767.231927,-830.700182,0.0
1202,766.909385,-831.082219,0.0
1203,766.586843,-831.464256,0.0
1204,766.264302,-831.846293,0.0
1205,765.941760,-832.228330,0.0
1206,765.619219,-832.610367,0.0
1207,765.296677,-832.992404,0.0
1208,764.974136,-833.374441,0.0
1209,764.651594,-833.756478,0.0
1210,764.329052,-834.138515,0.0
1211,764.006511,-834.520552,0.0
1212,763.683969,-834.902589,0.0
1213,763.361428,-835.284626,0.0
1214,763.038886,-835.666663,0.0
1215,762.716345,-836.048700,0.0
1216,762.393803,-836.430737,0.0
1217,762.071261,-836.812774,0.0
1218,761.748720,-837.194811,0.0
1219,761.426178,-837.576848,0.0
1220,761.103637,-837.958885,0.0
1221,760.781095,-838.340922,0.0
1222,760.458554,-838.722959,0.0
1223,760.136012,-839.104996,0.0
1224,759.813470,-839.487033,0.0
1225,759.490965,-839.869098,0.0
1226,759.168460,-840.251163,0.0
1227,758.845955,-840.633228,0.0
1228,758.523450,-841.015293,0.0
1229,758.200945,-841.397358,0.0
1230,757.878440,-841.779423,0.0
1231,757.555937,-842.161490,0.0
1232,757.233434,-842.543557,0.0
1233,756.910464,-842.925247,0.0
1234,756.587493,-843.306936,0.0
1235,756.264522,-843.688625,0.0
1236,755.941551,-844.070315,0.0
1237,755.618580,-844.452004,0.0
1238,755.295609,-844.833693,0.0
1239,754.972858,-845.215568,0.0
1240,754.650107,-845.597444,0.0
1241,754.327356,-845.979319,0.0
1242,754.004656,-846.361237,0.0
1243,753.681955,-846.743155,0.0
1244,753.359254,-847.125073,0.0
1245,753.036606,-847.507036,0.0
1246,752.713959,-847.889000,0.0
1247,752.391311,-848.270964,0.0
1248,752.068676,-848.652938,0.0
1249,751.746041,-849.034913,0.0
1250,751.423406,-849.416887,0.0
1251,751.100773,-849.798864,0.0
1252,750.778141,-850.180841,0.0
1253,750.455509,-850.562818,0.0
1254,750.132877,-850.944795,0.0
1255,749.810246,-851.326773,0.0
1256,749.487614,-851.708750,0.0
1257,749.164983,-852.090728,0.0
1258,748.942780,-852.353804,0.0
1259,748.942780,-852.353804,0.0
1260,748.620148,-852.735782,0.0
1261,748.297517,-853.117759,0.0
1262,747.974885,-853.499737,0.0
1263,747.652254,-853.881714,0.0
1264,747.329622,-854.263692,0.0
1265,747.006879,-854.645574,0.0
1266,746.684136,-855.027456,0.0
1267,746.361393,-855.409338,0.0
1268,746.038650,-855.791220,0.0
1269,745.715907,-856.173102,0.0
1270,745.393164,-856.554984,0.0
1271,745.069568,-856.936137,0.0
1272,744.745973,-857.317289,0.0
1273,744.422377,-857.698442,0.0
1274,744.098781,-858.079595,0.0
1275,743.775186,-858.460748,0.0
1276,743.451590,-858.841900,0.0
1277,743.128242,-859.223264,0.0
1278,742.804894,-859.604627,0.0
1279,742.481547,-859.985990,0.0
1280,742.158259,-860.367404,0.0
1281,741.834971,-860.748818,0.0
1282,741.511683,-861.130233,0.0
1283,741.188874,-861.512054,0.0
1284,740.866065,-861.893875,0.0
1285,740.543257,-862.275696,0.0
1286,740.220448,-862.657517,0.0
1287,739.897639,-863.039338,0.0
1288,739.574830,-863.421159,0.0
1289,739.252087,-863.803036,0.0
1290,738.929345,-864.184914,0.0
1291,738.606602,-864.566791,0.0
1292,738.283860,-864.948669,0.0
1293,737.961117,-865.330546,0.0
1294,737.638375,-865.712423,0.0
1295,737.315903,-866.094528,0.0
1296,736.993431,-866.476633,0.0
1297,736.670959,-866.858738,0.0
1298,736.348487,-867.240843,0.0
1299,736.026016,-867.622948,0.0
1300,735.703544,-868.005053,0.0
1301,735.381782,-868.387752,0.0
1302,735.060021,-868.770451,0.0
1303,734.738260,-869.153150,0.0
1304,734.416498,-869.535849,0.0
1305,734.094737,-869.918548,0.0
1306,733.772975,-870.301246,0.0
1307,733.451286,-870.684005,0.0
1308,733.129597,-871.066764,0.0
1309,732.807907,-871.449523,0.0
1310,732.486218,-871.832283,0.0
1311,732.164529,-872.215042,0.0
1312,731.842841,-872.597802,0.0
1313,731.521153,-872.980562,0.0
1314,731.199466,-873.363323,0.0
1315,730.877778,-873.746083,0.0
1316,730.556090,-874.128843,0.0
1317,730.234403,-874.511604,0.0
1318,729.912715,-874.894364,0.0
1319,729.591028,-875.277125,0.0
1320,729.269340,-875.659885,0.0
1321,728.947653,-876.042646,0.0
1322,728.625965,-876.425406,0.0
1323,728.304278,-876.808167,0.0
1324,727.982590,-877.190927,0.0
1325,727.660903,-877.573688,0.0
1326,727.339215,-877.956448,0.0
1327,727.017528,-878.339209,0.0
1328,726.695840,-878.721969,0.0
1329,726.374152,-879.104730,0.0
1330,726.052465,-879.487490,0.0
1331,725.730777,-879.870251,0.0
1332,725.409090,-880.253011,0.0
1333,725.087402,-880.635772,0.0
1334,724.765715,-881.018532,0.0
1335,724.444027,-881.401293,0.0
1336,724.122340,-881.784053,0.0
1337,723.800653,-882.166814,0.0
1338,723.478965,-882.549574,0.0
1339,723.157278,-882.932335,0.0
1340,722.996713,-883.123383,0.0
1341,720.899637,-881.380013,0.0
1342,720.575868,-881.761027,0.0
1343,720.252100,-882.142042,0.0
1344,719.928332,-882.523056,0.0
1345,719.604563,-882.904070,0.0
1346,719.280795,-883.285085,0.0
1347,718.957961,-883.666880,0.0
1348,718.635127,-884.048676,0.0
1349,718.312293,-884.430471,0.0
1350,717.989459,-884.812267,0.0
1351,717.666625,-885.194063,0.0
1352,717.343791,-885.575858,0.0
1353,717.021083,-885.957758,0.0
1354,716.698375,-886.339658,0.0
1355,716.375666,-886.721557,0.0
1356,716.052958,-887.103457,0.0
1357,715.730250,-887.485357,0.0
1358,715.407542,-887.867256,0.0
1359,715.084849,-888.249169,0.0
1360,714.762156,-888.631082,0.0
1361,714.439463,-889.012994,0.0
1362,714.116770,-889.394907,0.0
1363,713.794081,-889.776803,0.0
1364,713.471391,-890.158699,0.0
1365,713.148702,-890.540596,0.0
1366,712.826012,-890.922492,0.0
1367,712.503322,-891.304388,0.0
1368,712.180633,-891.686285,0.0
1369,711.857778,-892.068037,0.0
1370,711.534923,-892.449789,0.0
1371,711.212068,-892.831541,0.0
1372,710.889178,-893.213263,0.0
1373,710.566288,-893.594984,0.0
1374,710.243399,-893.976706,0.0
1375,709.920501,-894.358421,0.0
1376,709.597603,-894.740136,0.0
1377,709.274706,-895.121851,0.0
1378,708.951808,-895.503565,0.0
1379,708.628910,-895.885280,0.0
1380,708.305282,-896.266387,0.0
1381,707.981654,-896.647494,0.0
1382,707.658026,-897.028600,0.0
1383,707.334261,-897.409592,0.0
1384,707.010496,-897.790584,0.0
1385,706.686730,-898.171576,0.0
1386,706.363050,-898.552643,0.0
1387,706.039370,-898.933710,0.0
1388,705.715690,-899.314777,0.0
1389,705.392027,-899.695858,0.0
1390,705.068363,-900.076940,0.0
1391,704.744699,-900.458021,0.0
1392,704.421057,-900.839121,0.0
1393,704.097414,-901.220220,0.0
1394,703.773772,-901.601320,0.0
1395,703.450129,-901.982420,0.0
1396,703.126337,-902.363393,0.0
1397,702.802545,-902.744366,0.0
1398,702.478753,-903.125339,0.0
1399,702.154961,-903.506311,0.0
1400,701.860216,-903.853108,0.0
1401,701.860216,-903.853108,0.0
1402,701.522062,-904.221389,0.0
1403,701.183908,-904.589669,0.0
1404,700.845755,-904.957950,0.0
1405,700.507601,-905.326231,0.0
1406,700.169448,-905.694511,0.0
1407,699.831294,-906.062792,0.0
1408,699.493140,-906.431072,0.0
1409,699.154987,-906.799353,0.0
1410,698.816833,-907.167634,0.0
1411,698.483662,-907.540433,0.0
1412,698.150492,-907.913232,0.0
1413,697.817321,-908.286031,0.0
1414,697.484151,-908.658829,0.0
1415,697.150980,-909.031628,0.0
1416,696.818408,-909.404962,0.0
1417,696.485836,-909.778296,0.0
1418,696.153264,-910.151629,0.0
1419,695.820692,-910.524963,0.0
1420,695.488119,-910.898296,0.0
1421,695.155547,-911.271630,0.0
1422,694.827998,-911.649381,0.0
1423,694.500448,-912.027133,0.0
1424,694.172899,-912.404885,0.0
1425,693.845422,-912.782700,0.0
1426,693.517945,-913.160514,0.0
1427,693.190468,-913.538329,0.0
1428,692.862993,-913.916146,0.0
1429,692.535518,-914.293962,0.0
1430,692.208043,-914.671779,0.0
1431,691.880568,-915.049595,0.0
1432,691.553093,-915.427412,0.0
1433,691.225618,-915.805228,0.0
1434,690.902301,-916.186615,0.0
1435,690.578983,-916.568001,0.0
1436,690.255665,-916.949388,0.0
1437,689.932348,-917.330774,0.0
1438,689.609030,-917.712160,0.0
1439,689.285712,-918.093547,0.0
1440,688.962710,-918.475201,0.0
1441,688.639708,-918.856856,0.0
1442,688.316706,-919.238510,0.0
1443,687.993704,-919.620165,0.0
1444,687.670702,-920.001819,0.0
1445,687.347701,-920.383473,0.0
1446,687.024723,-920.765148,0.0
1447,686.701745,-921.146823,0.0
1448,686.378767,-921.528498,0.0
1449,686.055792,-921.910175,0.0
1450,685.732817,-922.291853,0.0
1451,685.409842,-922.673530,0.0
1452,685.119051,-923.017175,0.0
1453,685.119051,-923.017175,0.0
1454,684.788953,-923.392707,0.0
1455,684.458856,-923.768238,0.0
1456,684.128759,-924.143770,0.0
1457,683.798661,-924.519302,0.0
1458,683.468564,-924.894834,0.0
1459,683.138467,-925.270365,0.0
1460,682.808369,-925.645897,0.0
1461,682.478272,-926.021429,0.0
1462,682.148174,-926.396960,0.0
1463,681.818077,-926.772492,0.0
1464,681.487980,-927.148024,0.0
1465,681.157882,-927.523556,0.0
1466,680.827785,-927.899087,0.0
1467,680.497688,-928.274619,0.0
1468,680.167590,-928.650151,0.0
1469,679.837493,-929.025682,0.0
1470,679.507396,-929.401214,0.0
1471,679.177298,-929.776746,0.0
1472,678.847201,-930.152278,0.0
1473,678.517103,-930.527809,0.0
1474,678.187006,-930.903341,0.0
1475,677.856909,-931.278873,0.0
1476,677.526811,-931.654404,0.0
1477,677.154486,-931.988114,0.0
1478,676.782160,-932.321824,0.0
1479,676.409834,-932.655534,0.0
1480,676.037032,-932.988712,0.0
1481,675.664229,-933.321890,0.0
1482,675.291427,-933.655067,0.0
1483,674.840788,-933.871617,0.0
1484,674.390149,-934.088167,0.0
1485,673.939509,-934.304717,0.0
1486,673.480206,-934.502217,0.0
1487,673.020902,-934.699717,0.0
1488,672.561598,-934.897217,0.0
1489,672.102294,-935.094717,0.0
1490,671.627139,-935.250362,0.0
1491,671.151984,-935.406008,0.0
1492,670.676829,-935.561653,0.0
1493,670.200702,-935.714296,0.0
1494,669.724576,-935.866939,0.0
1495,669.248450,-936.019582,0.0
1496,668.749502,-936.051970,0.0
1497,668.250554,-936.084358,0.0
1498,667.751607,-936.116745,0.0
1499,667.252659,-936.149133,0.0
1500,666.753711,-936.181521,0.0
1501,666.262440,-936.088509,0.0
1502,665.771170,-935.995497,0.0
1503,665.279899,-935.902485,0.0
1504,664.788628,-935.809473,0.0
1505,664.301834,-935.695325,0.0
1506,663.815040,-935.581176,0.0
1507,663.328246,-935.467027,0.0
1508,662.841452,-935.352879,0.0
1509,662.400490,-935.117258,0.0
1510,661.959528,-934.881637,0.0
1511,661.518566,-934.646016,0.0
1512,661.077604,-934.410396,0.0
1513,660.636642,-934.174775,0.0
1514,660.195679,-933.939154,0.0
1515,659.790992,-933.645517,0.0
1516,659.386305,-933.351880,0.0
1517,658.981618,-933.058243,0.0
1518,658.576931,-932.764606,0.0
1519,658.172244,-932.470969,0.0
1520,657.767997,-932.176725,0.0
1521,657.363750,-931.882482,0.0
1522,656.959503,-931.588239,0.0
1523,656.555256,-931.293996,0.0
1524,656.151009,-930.999753,0.0
1525,655.746771,-930.705498,0.0
1526,655.342533,-930.411243,0.0
1527,654.938294,-930.116988,0.0
1528,654.534056,-929.822733,0.0
1529,654.129817,-929.528478,0.0
1530,654.055611,-929.474461,0.0
1531,654.055611,-929.474461,0.0
1532,653.675386,-929.149775,0.0
1533,653.295161,-928.825089,0.0
1534,652.914936,-928.500402,0.0
1535,652.534711,-928.175716,0.0
1536,652.154486,-927.851030,0.0
1537,651.772787,-927.528120,0.0
1538,651.391088,-927.205210,0.0
1539,651.009390,-926.882301,0.0
1540,650.627630,-926.559466,0.0
1541,650.245870,-926.236631,0.0
1542,649.864110,-925.913796,0.0
1543,649.482347,-925.590964,0.0
1544,649.100584,-925.268133,0.0
1545,648.718821,-924.945301,0.0
1546,648.337058,-924.622470,0.0
1547,647.955295,-924.299639,0.0
1548,647.573532,-923.976808,0.0
1549,647.191769,-923.653976,0.0
1550,646.810007,-923.331144,0.0
1551,646.428244,-923.008313,0.0
1552,646.046481,-922.685481,0.0
1553,645.664719,-922.362650,0.0
1554,645.282956,-922.039818,0.0
1555,644.901193,-921.716987,0.0
1556,644.519430,-921.394155,0.0
1557,644.137667,-921.071324,0.0
1558,643.755904,-920.748493,0.0
1559,643.374141,-920.425662,0.0
1560,642.992378,-920.102830,0.0
1561,642.610615,-919.779999,0.0
1562,642.228853,-919.457167,0.0
1563,641.847090,-919.134335,0.0
1564,641.465327,-918.811504,0.0
1565,641.083565,-918.488672,0.0
1566,640.701802,-918.165841,0.0
1567,640.320038,-917.843011,0.0
1568,639.937869,-917.520678,0.0
1569,639.555700,-917.198345,0.0
1570,639.173531,-916.876012,0.0
1571,638.791356,-916.553686,0.0
1572,638.409181,-916.231360,0.0
1573,638.027007,-915.909034,0.0
1574,637.644499,-915.587106,0.0
1575,637.261990,-915.265179,0.0
1576,636.879482,-914.943251,0.0
1577,636.496967,-914.621331,0.0
1578,636.114452,-914.299412,0.0
1579,635.731937,-913.977493,0.0
1580,635.349422,-913.655573,0.0
1581,634.966906,-913.333654,0.0
1582,634.584391,-913.011735,0.0
1583,634.201876,-912.689816,0.0
1584,633.819361,-912.367897,0.0
1585,633.436845,-912.045977,0.0
1586,633.055228,-911.723013,0.0
1587,632.673611,-911.400049,0.0
1588,632.291994,-911.077085,0.0
1589,631.910395,-910.754101,0.0
1590,631.528795,-910.431116,0.0
1591,631.147195,-910.108132,0.0
1592,630.765599,-909.785144,0.0
1593,630.384003,-909.462156,0.0
1594,630.002406,-909.139168,0.0
1595,629.620811,-908.816179,0.0
1596,629.239215,-908.493191,0.0
1597,628.857619,-908.170202,0.0
1598,628.579048,-907.934415,0.0
1599,628.579048,-907.934415,0.0
1600,628.197115,-907.611829,0.0
1601,627.815181,-907.289244,0.0
1602,627.433248,-906.966659,0.0
1603,627.051227,-906.644178,0.0
1604,626.669207,-906.321697,0.0
